date,product,sales,inventory,weather_score,event_flag,price
2024-06-14 11:14:36.952884,Milk,63,124,0.91,0,2.1037515699820837
2024-06-14 11:14:36.952884,Bread,49,89,0.91,0,2.5621271071702174
2024-06-14 11:14:36.952884,Eggs,37,65,0.91,0,1.6924291734521852
2024-06-14 11:14:36.952884,Coffee,26,66,0.91,0,2.4569969110909695
2024-06-14 11:14:36.952884,Bananas,54,145,0.91,0,2.179865098546122
2024-06-14 11:14:36.952884,Yogurt,36,91,0.91,0,2.160154961734297
2024-06-14 11:14:36.952884,Cereal,27,53,0.91,0,2.173779655730682
2024-06-15 11:14:36.952884,Milk,102,182,0.91,0,3.2366023972343196
2024-06-15 11:14:36.952884,Bread,81,153,0.91,0,3.1549223619846716
2024-06-15 11:14:36.952884,Eggs,34,92,0.91,0,3.4450631078616327
2024-06-15 11:14:36.952884,Coffee,22,35,0.91,0,3.247372071218464
2024-06-15 11:14:36.952884,Bananas,67,137,0.91,0,2.5808655660083684
2024-06-15 11:14:36.952884,Yogurt,38,59,0.91,0,3.167118478264145
2024-06-15 11:14:36.952884,Cereal,22,43,0.91,0,3.7447979673941645
2024-06-16 11:14:36.952884,Milk,89,253,0.9,0,3.990394183746947
2024-06-16 11:14:36.952884,Bread,84,230,0.9,0,3.6121783693880722
2024-06-16 11:14:36.952884,Eggs,46,73,0.9,0,1.7372948420541743
2024-06-16 11:14:36.952884,Coffee,19,56,0.9,0,2.3165981235647775
2024-06-16 11:14:36.952884,Bananas,69,192,0.9,0,3.9940707435053913
2024-06-16 11:14:36.952884,Yogurt,39,72,0.9,0,1.6008770671492494
2024-06-16 11:14:36.952884,Cereal,25,38,0.9,0,2.4010670678537154
2024-06-17 11:14:36.952884,Milk,69,184,0.89,0,2.9154517280626773
2024-06-17 11:14:36.952884,Bread,62,114,0.89,0,1.5359536151802127
2024-06-17 11:14:36.952884,Eggs,29,76,0.89,0,3.059357712160023
2024-06-17 11:14:36.952884,Coffee,23,53,0.89,0,3.061535120286329
2024-06-17 11:14:36.952884,Bananas,57,159,0.89,0,2.9673412663972676
2024-06-17 11:14:36.952884,Yogurt,31,81,0.89,0,2.605734513627838
2024-06-17 11:14:36.952884,Cereal,26,66,0.89,0,2.473076179229471
2024-06-18 11:14:36.952884,Milk,76,219,0.89,0,3.8228488000386567
2024-06-18 11:14:36.952884,Bread,42,84,0.89,0,2.8191936655542373
2024-06-18 11:14:36.952884,Eggs,39,93,0.89,0,1.6333699924722442
2024-06-18 11:14:36.952884,Coffee,25,54,0.89,0,3.1869657554185262
2024-06-18 11:14:36.952884,Bananas,41,119,0.89,0,1.9183925805919526
2024-06-18 11:14:36.952884,Yogurt,37,83,0.89,0,3.227209941377057
2024-06-18 11:14:36.952884,Cereal,30,57,0.89,0,1.8905164217165549
2024-06-19 11:14:36.952884,Milk,84,206,0.88,0,2.9982552903485944
2024-06-19 11:14:36.952884,Bread,57,124,0.88,0,3.1694014790078824
2024-06-19 11:14:36.952884,Eggs,30,82,0.88,0,1.924321071442308
2024-06-19 11:14:36.952884,Coffee,27,74,0.88,0,3.5070273370612512
2024-06-19 11:14:36.952884,Bananas,54,158,0.88,0,2.8398376971302954
2024-06-19 11:14:36.952884,Yogurt,19,32,0.88,0,2.931518082205056
2024-06-19 11:14:36.952884,Cereal,25,47,0.88,0,3.8032687805324388
2024-06-20 11:14:36.952884,Milk,88,178,0.87,0,1.6299733799442686
2024-06-20 11:14:36.952884,Bread,65,100,0.87,0,2.558337860382994
2024-06-20 11:14:36.952884,Eggs,36,101,0.87,0,3.7072870412968055
2024-06-20 11:14:36.952884,Coffee,19,47,0.87,0,2.028079578682328
2024-06-20 11:14:36.952884,Bananas,52,100,0.87,0,3.5066007808823243
2024-06-20 11:14:36.952884,Yogurt,26,77,0.87,0,1.575065013323482
2024-06-20 11:14:36.952884,Cereal,27,79,0.87,0,2.662523793816069
2024-06-21 11:14:36.952884,Milk,78,216,0.87,0,1.655985171495693
2024-06-21 11:14:36.952884,Bread,48,142,0.87,0,3.542434768179592
2024-06-21 11:14:36.952884,Eggs,34,94,0.87,0,3.8449130785847356
2024-06-21 11:14:36.952884,Coffee,21,33,0.87,0,2.0269827538750715
2024-06-21 11:14:36.952884,Bananas,42,77,0.87,0,2.6727680276189467
2024-06-21 11:14:36.952884,Yogurt,27,47,0.87,0,1.8681889088802273
2024-06-21 11:14:36.952884,Cereal,24,71,0.87,0,3.3982312672961843
2024-06-22 11:14:36.952884,Milk,88,168,0.86,0,3.495732993022967
2024-06-22 11:14:36.952884,Bread,77,153,0.86,0,2.2484584342633704
2024-06-22 11:14:36.952884,Eggs,38,71,0.86,0,2.3882993711847194
2024-06-22 11:14:36.952884,Coffee,22,55,0.86,0,1.656412105548629
2024-06-22 11:14:36.952884,Bananas,64,110,0.86,0,2.3566128663063037
2024-06-22 11:14:36.952884,Yogurt,31,86,0.86,0,1.8873132778586066
2024-06-22 11:14:36.952884,Cereal,28,54,0.86,0,2.908520911209635
2024-06-23 11:14:36.952884,Milk,77,208,0.85,0,1.8428712203818578
2024-06-23 11:14:36.952884,Bread,74,126,0.85,0,3.059996213822456
2024-06-23 11:14:36.952884,Eggs,58,110,0.85,0,2.719585796360031
2024-06-23 11:14:36.952884,Coffee,23,45,0.85,0,3.555953027963386
2024-06-23 11:14:36.952884,Bananas,51,80,0.85,0,2.546518187295825
2024-06-23 11:14:36.952884,Yogurt,43,101,0.85,0,3.168030842985453
2024-06-23 11:14:36.952884,Cereal,26,69,0.85,0,3.655507434145472
2024-06-24 11:14:36.952884,Milk,71,195,0.84,0,3.973627827412641
2024-06-24 11:14:36.952884,Bread,36,102,0.84,0,2.428668156560942
2024-06-24 11:14:36.952884,Eggs,33,86,0.84,0,2.731422676883244
2024-06-24 11:14:36.952884,Coffee,16,35,0.84,0,3.5955760527045015
2024-06-24 11:14:36.952884,Bananas,53,111,0.84,0,2.3205827641958487
2024-06-24 11:14:36.952884,Yogurt,27,58,0.84,0,3.406117396687171
2024-06-24 11:14:36.952884,Cereal,24,70,0.84,0,1.9387290684533935
2024-06-25 11:14:36.952884,Milk,64,150,0.84,0,2.9482861666548446
2024-06-25 11:14:36.952884,Bread,67,123,0.84,0,2.8816556694418702
2024-06-25 11:14:36.952884,Eggs,33,67,0.84,0,3.1541681490729725
2024-06-25 11:14:36.952884,Coffee,21,37,0.84,0,2.196607657787591
2024-06-25 11:14:36.952884,Bananas,38,69,0.84,0,1.9570944496720428
2024-06-25 11:14:36.952884,Yogurt,26,75,0.84,0,3.924816313362977
2024-06-25 11:14:36.952884,Cereal,28,65,0.84,0,1.857502806664316
2024-06-26 11:14:36.952884,Milk,78,159,0.83,0,1.7175430457569718
2024-06-26 11:14:36.952884,Bread,46,107,0.83,0,3.612802128740087
2024-06-26 11:14:36.952884,Eggs,30,75,0.83,0,2.0512606585891175
2024-06-26 11:14:36.952884,Coffee,22,40,0.83,0,3.685179433262963
2024-06-26 11:14:36.952884,Bananas,40,60,0.83,0,3.6766725853137943
2024-06-26 11:14:36.952884,Yogurt,25,67,0.83,0,3.068322337726695
2024-06-26 11:14:36.952884,Cereal,22,48,0.83,0,2.3780484683719525
2024-06-27 11:14:36.952884,Milk,70,114,0.82,0,2.71532621303731
2024-06-27 11:14:36.952884,Bread,42,78,0.82,0,3.7710863796984384
2024-06-27 11:14:36.952884,Eggs,30,66,0.82,0,2.665748532349547
2024-06-27 11:14:36.952884,Coffee,18,40,0.82,0,2.574963035302649
2024-06-27 11:14:36.952884,Bananas,48,114,0.82,0,3.9988942581260964
2024-06-27 11:14:36.952884,Yogurt,26,71,0.82,0,1.9267709082812003
2024-06-27 11:14:36.952884,Cereal,29,44,0.82,0,2.011120931160683
2024-06-28 11:14:36.952884,Milk,67,162,0.82,0,3.7765142930360542
2024-06-28 11:14:36.952884,Bread,33,74,0.82,0,2.7531891115643234
2024-06-28 11:14:36.952884,Eggs,22,60,0.82,0,1.901698961779613
2024-06-28 11:14:36.952884,Coffee,25,38,0.82,0,2.6225969198253147
2024-06-28 11:14:36.952884,Bananas,41,98,0.82,0,2.202624375417223
2024-06-28 11:14:36.952884,Yogurt,29,51,0.82,0,2.4493788072982934
2024-06-28 11:14:36.952884,Cereal,22,57,0.82,0,1.8137157419978767
2024-06-29 11:14:36.952884,Milk,100,265,0.81,0,2.0923333122666214
2024-06-29 11:14:36.952884,Bread,75,217,0.81,0,2.468306294938285
2024-06-29 11:14:36.952884,Eggs,50,79,0.81,0,1.5478887138781323
2024-06-29 11:14:36.952884,Coffee,22,58,0.81,0,2.0860640000287867
2024-06-29 11:14:36.952884,Bananas,66,133,0.81,0,1.5752596805282972
2024-06-29 11:14:36.952884,Yogurt,32,92,0.81,0,2.163741018572681
2024-06-29 11:14:36.952884,Cereal,27,65,0.81,0,3.1962499207315944
2024-06-30 11:14:36.952884,Milk,94,274,0.8,0,3.712137794240011
2024-06-30 11:14:36.952884,Bread,63,164,0.8,0,2.193661699312385
2024-06-30 11:14:36.952884,Eggs,44,131,0.8,0,2.279698589409313
2024-06-30 11:14:36.952884,Coffee,27,54,0.8,0,1.6973485073663888
2024-06-30 11:14:36.952884,Bananas,41,82,0.8,0,3.5864294756390693
2024-06-30 11:14:36.952884,Yogurt,30,87,0.8,0,1.9643326800129641
2024-06-30 11:14:36.952884,Cereal,28,44,0.8,0,1.7309013202784462
2024-07-01 11:14:36.952884,Milk,61,106,0.8,1,2.9880320853171867
2024-07-01 11:14:36.952884,Bread,48,89,0.8,1,2.677400631086834
2024-07-01 11:14:36.952884,Eggs,17,42,0.8,1,3.377942842385107
2024-07-01 11:14:36.952884,Coffee,22,62,0.8,1,3.5435196182652735
2024-07-01 11:14:36.952884,Bananas,54,142,0.8,1,1.6390138042011515
2024-07-01 11:14:36.952884,Yogurt,24,50,0.8,1,3.7114672205740344
2024-07-01 11:14:36.952884,Cereal,30,85,0.8,1,3.772938160133964
2024-07-02 11:14:36.952884,Milk,73,139,0.79,1,1.9765245826861244
2024-07-02 11:14:36.952884,Bread,39,69,0.79,1,2.355269052158985
2024-07-02 11:14:36.952884,Eggs,36,60,0.79,1,3.3373146184872358
2024-07-02 11:14:36.952884,Coffee,19,43,0.79,1,2.2198633566899812
2024-07-02 11:14:36.952884,Bananas,31,74,0.79,1,2.5846098071381105
2024-07-02 11:14:36.952884,Yogurt,27,47,0.79,1,1.7914576863892417
2024-07-02 11:14:36.952884,Cereal,27,54,0.79,1,3.332500268056558
2024-07-03 11:14:36.952884,Milk,62,154,0.78,1,3.8288872857737024
2024-07-03 11:14:36.952884,Bread,49,121,0.78,1,3.745966166460087
2024-07-03 11:14:36.952884,Eggs,36,75,0.78,1,2.3169867646444433
2024-07-03 11:14:36.952884,Coffee,20,47,0.78,1,2.6599542454172185
2024-07-03 11:14:36.952884,Bananas,43,72,0.78,1,3.951420567651809
2024-07-03 11:14:36.952884,Yogurt,34,52,0.78,1,3.1467940968175556
2024-07-03 11:14:36.952884,Cereal,26,59,0.78,1,1.7581625221876211
2024-07-04 11:14:36.952884,Milk,63,122,0.78,1,3.84578932162829
2024-07-04 11:14:36.952884,Bread,38,103,0.78,1,3.9589180162841577
2024-07-04 11:14:36.952884,Eggs,21,33,0.78,1,1.6319131446490065
2024-07-04 11:14:36.952884,Coffee,17,43,0.78,1,2.6448224860850695
2024-07-04 11:14:36.952884,Bananas,46,86,0.78,1,2.9440793858610563
2024-07-04 11:14:36.952884,Yogurt,22,44,0.78,1,3.5588805665295475
2024-07-04 11:14:36.952884,Cereal,23,46,0.78,1,2.4063994913977362
2024-07-05 11:14:36.952884,Milk,72,195,0.77,1,2.3204487069940303
2024-07-05 11:14:36.952884,Bread,36,99,0.77,1,2.05309674111516
2024-07-05 11:14:36.952884,Eggs,17,35,0.77,1,3.5210143472342272
2024-07-05 11:14:36.952884,Coffee,18,39,0.77,1,2.2582147271232076
2024-07-05 11:14:36.952884,Bananas,49,142,0.77,1,1.7966094143539508
2024-07-05 11:14:36.952884,Yogurt,28,64,0.77,1,1.5816476519612397
2024-07-05 11:14:36.952884,Cereal,25,55,0.77,1,2.519370262506831
2024-07-06 11:14:36.952884,Milk,83,245,0.76,1,2.905472027661313
2024-07-06 11:14:36.952884,Bread,55,141,0.76,1,1.671126131415042
2024-07-06 11:14:36.952884,Eggs,30,72,0.76,1,3.8462053955353865
2024-07-06 11:14:36.952884,Coffee,21,52,0.76,1,1.692007620786054
2024-07-06 11:14:36.952884,Bananas,58,122,0.76,1,3.584110026187931
2024-07-06 11:14:36.952884,Yogurt,21,57,0.76,1,3.0295775502580535
2024-07-06 11:14:36.952884,Cereal,20,33,0.76,1,2.387244208716385
2024-07-07 11:14:36.952884,Milk,57,120,0.76,0,3.1895573127601837
2024-07-07 11:14:36.952884,Bread,49,102,0.76,0,1.9544471680434048
2024-07-07 11:14:36.952884,Eggs,30,52,0.76,0,3.568255374343115
2024-07-07 11:14:36.952884,Coffee,17,29,0.76,0,3.698325539196185
2024-07-07 11:14:36.952884,Bananas,40,93,0.76,0,2.07845159094212
2024-07-07 11:14:36.952884,Yogurt,32,93,0.76,0,2.0511150106135476
2024-07-07 11:14:36.952884,Cereal,21,59,0.76,0,3.8357602854187256
2024-07-08 11:14:36.952884,Milk,50,122,0.75,0,2.508026582959557
2024-07-08 11:14:36.952884,Bread,41,107,0.75,0,2.8282350458773298
2024-07-08 11:14:36.952884,Eggs,21,54,0.75,0,3.5611787940113726
2024-07-08 11:14:36.952884,Coffee,20,34,0.75,0,3.58232428893557
2024-07-08 11:14:36.952884,Bananas,40,85,0.75,0,2.4476012134575873
2024-07-08 11:14:36.952884,Yogurt,22,63,0.75,0,2.1279231688710034
2024-07-08 11:14:36.952884,Cereal,19,43,0.75,0,2.27117070372371
2024-07-09 11:14:36.952884,Milk,57,134,0.74,0,2.3130279906905282
2024-07-09 11:14:36.952884,Bread,36,93,0.74,0,2.3645152460260626
2024-07-09 11:14:36.952884,Eggs,25,62,0.74,0,3.5135751076149475
2024-07-09 11:14:36.952884,Coffee,15,40,0.74,0,2.1648211265802972
2024-07-09 11:14:36.952884,Bananas,37,110,0.74,0,1.564423996910878
2024-07-09 11:14:36.952884,Yogurt,27,68,0.74,0,1.8009689469727226
2024-07-09 11:14:36.952884,Cereal,22,63,0.74,0,1.952958197625207
2024-07-10 11:14:36.952884,Milk,39,76,0.73,0,2.866146354320311
2024-07-10 11:14:36.952884,Bread,40,85,0.73,0,1.9005640024412658
2024-07-10 11:14:36.952884,Eggs,22,57,0.73,0,3.744911617119471
2024-07-10 11:14:36.952884,Coffee,13,21,0.73,0,2.482759768898503
2024-07-10 11:14:36.952884,Bananas,39,68,0.73,0,2.08453208273266
2024-07-10 11:14:36.952884,Yogurt,27,41,0.73,0,3.5873680142360094
2024-07-10 11:14:36.952884,Cereal,20,57,0.73,0,2.549068457017026
2024-07-11 11:14:36.952884,Milk,45,70,0.73,0,1.5984795842320485
2024-07-11 11:14:36.952884,Bread,26,40,0.73,0,2.958130980781392
2024-07-11 11:14:36.952884,Eggs,28,42,0.73,0,3.4684298953731822
2024-07-11 11:14:36.952884,Coffee,15,35,0.73,0,2.494211036082637
2024-07-11 11:14:36.952884,Bananas,33,97,0.73,0,2.8604966562592553
2024-07-11 11:14:36.952884,Yogurt,24,45,0.73,0,3.7606082285189126
2024-07-11 11:14:36.952884,Cereal,15,30,0.73,0,2.874671406940513
2024-07-12 11:14:36.952884,Milk,46,126,0.72,0,3.514122013408355
2024-07-12 11:14:36.952884,Bread,33,60,0.72,0,2.065197677526407
2024-07-12 11:14:36.952884,Eggs,23,46,0.72,0,3.6767211386435985
2024-07-12 11:14:36.952884,Coffee,13,21,0.72,0,2.0278148563950937
2024-07-12 11:14:36.952884,Bananas,18,36,0.72,0,2.4864307882973096
2024-07-12 11:14:36.952884,Yogurt,20,45,0.72,0,1.9034183959709579
2024-07-12 11:14:36.952884,Cereal,22,58,0.72,0,1.8847497617344342
2024-07-13 11:14:36.952884,Milk,64,110,0.71,0,2.1704359193622835
2024-07-13 11:14:36.952884,Bread,41,103,0.71,0,1.6417010804145886
2024-07-13 11:14:36.952884,Eggs,20,31,0.71,0,2.479776407359773
2024-07-13 11:14:36.952884,Coffee,14,34,0.71,0,2.1495703448507486
2024-07-13 11:14:36.952884,Bananas,44,124,0.71,0,3.7392248606665413
2024-07-13 11:14:36.952884,Yogurt,20,42,0.71,0,2.1013289629503715
2024-07-13 11:14:36.952884,Cereal,17,42,0.71,0,3.5651617113707137
2024-07-14 11:14:36.952884,Milk,69,144,0.71,0,1.890792426772152
2024-07-14 11:14:36.952884,Bread,54,140,0.71,0,2.4011862628538845
2024-07-14 11:14:36.952884,Eggs,22,35,0.71,0,3.9814544887194083
2024-07-14 11:14:36.952884,Coffee,19,32,0.71,0,3.9710524849087028
2024-07-14 11:14:36.952884,Bananas,46,128,0.71,0,2.22359880404872
2024-07-14 11:14:36.952884,Yogurt,30,66,0.71,0,3.0484749234162547
2024-07-14 11:14:36.952884,Cereal,15,29,0.71,0,2.91057954171134
2024-07-15 11:14:36.952884,Milk,33,91,0.7,0,2.0038209450157822
2024-07-15 11:14:36.952884,Bread,36,98,0.7,0,2.890476731575029
2024-07-15 11:14:36.952884,Eggs,24,64,0.7,0,1.540500993348668
2024-07-15 11:14:36.952884,Coffee,13,34,0.7,0,2.1325658523006332
2024-07-15 11:14:36.952884,Bananas,29,81,0.7,0,1.7571064803936918
2024-07-15 11:14:36.952884,Yogurt,23,45,0.7,0,3.1912093738015113
2024-07-15 11:14:36.952884,Cereal,19,45,0.7,0,3.0078753003073677
2024-07-16 11:14:36.952884,Milk,50,107,0.69,0,2.1898067359513673
2024-07-16 11:14:36.952884,Bread,44,116,0.69,0,2.0656810750079657
2024-07-16 11:14:36.952884,Eggs,19,46,0.69,0,3.3676956678225722
2024-07-16 11:14:36.952884,Coffee,16,29,0.69,0,1.6498582521532708
2024-07-16 11:14:36.952884,Bananas,33,91,0.69,0,1.612492053088561
2024-07-16 11:14:36.952884,Yogurt,17,44,0.69,0,2.35329661487513
2024-07-16 11:14:36.952884,Cereal,19,37,0.69,0,2.663342334848715
2024-07-17 11:14:36.952884,Milk,45,68,0.69,0,1.703996800012096
2024-07-17 11:14:36.952884,Bread,29,67,0.69,0,1.936617964740824
2024-07-17 11:14:36.952884,Eggs,28,54,0.69,0,3.1595611871318128
2024-07-17 11:14:36.952884,Coffee,15,35,0.69,0,2.750696338019401
2024-07-17 11:14:36.952884,Bananas,36,57,0.69,0,1.7246921293404016
2024-07-17 11:14:36.952884,Yogurt,15,43,0.69,0,2.5164763433986805
2024-07-17 11:14:36.952884,Cereal,20,34,0.69,0,3.28679708375509
2024-07-18 11:14:36.952884,Milk,46,117,0.68,0,3.750660278005176
2024-07-18 11:14:36.952884,Bread,24,64,0.68,0,3.1909026696818104
2024-07-18 11:14:36.952884,Eggs,23,44,0.68,0,1.5027802354904685
2024-07-18 11:14:36.952884,Coffee,15,28,0.68,0,2.0447284490668602
2024-07-18 11:14:36.952884,Bananas,37,88,0.68,0,1.5406086080236343
2024-07-18 11:14:36.952884,Yogurt,24,62,0.68,0,2.3088260312137288
2024-07-18 11:14:36.952884,Cereal,19,38,0.68,0,1.8364406677602694
2024-07-19 11:14:36.952884,Milk,57,93,0.67,0,3.5787958327805587
2024-07-19 11:14:36.952884,Bread,35,57,0.67,0,2.5050680422206018
2024-07-19 11:14:36.952884,Eggs,24,62,0.67,0,3.4495522100251703
2024-07-19 11:14:36.952884,Coffee,12,22,0.67,0,1.5322436744738135
2024-07-19 11:14:36.952884,Bananas,37,85,0.67,0,3.6278768385649545
2024-07-19 11:14:36.952884,Yogurt,20,45,0.67,0,1.7126409637231028
2024-07-19 11:14:36.952884,Cereal,18,41,0.67,0,2.449947697413487
2024-07-20 11:14:36.952884,Milk,43,79,0.67,0,1.7374131880709411
2024-07-20 11:14:36.952884,Bread,58,114,0.67,0,1.7416120857193806
2024-07-20 11:14:36.952884,Eggs,31,87,0.67,0,3.9889222512267195
2024-07-20 11:14:36.952884,Coffee,10,23,0.67,0,3.531184552610429
2024-07-20 11:14:36.952884,Bananas,31,65,0.67,0,3.1812681566841228
2024-07-20 11:14:36.952884,Yogurt,19,47,0.67,0,2.2880985866236268
2024-07-20 11:14:36.952884,Cereal,19,32,0.67,0,2.946231270573325
2024-07-21 11:14:36.952884,Milk,48,121,0.66,0,3.251528740986129
2024-07-21 11:14:36.952884,Bread,50,112,0.66,0,3.3256229738239282
2024-07-21 11:14:36.952884,Eggs,27,65,0.66,0,1.9665998494942065
2024-07-21 11:14:36.952884,Coffee,20,55,0.66,0,1.9906142917654142
2024-07-21 11:14:36.952884,Bananas,32,54,0.66,0,3.9086998686858188
2024-07-21 11:14:36.952884,Yogurt,22,52,0.66,0,2.8534360522685955
2024-07-21 11:14:36.952884,Cereal,15,24,0.66,0,1.6425672850090485
2024-07-22 11:14:36.952884,Milk,44,101,0.66,0,2.084351980091861
2024-07-22 11:14:36.952884,Bread,28,68,0.66,0,3.5501687551391234
2024-07-22 11:14:36.952884,Eggs,21,53,0.66,0,2.1307798176742176
2024-07-22 11:14:36.952884,Coffee,13,25,0.66,0,3.0340947574734596
2024-07-22 11:14:36.952884,Bananas,37,75,0.66,0,3.1024138202468943
2024-07-22 11:14:36.952884,Yogurt,21,46,0.66,0,1.9748403411439024
2024-07-22 11:14:36.952884,Cereal,18,36,0.66,0,3.778347975196577
2024-07-23 11:14:36.952884,Milk,54,82,0.65,0,2.28943287812374
2024-07-23 11:14:36.952884,Bread,27,67,0.65,0,2.4898430654898744
2024-07-23 11:14:36.952884,Eggs,25,65,0.65,0,2.6354591568417653
2024-07-23 11:14:36.952884,Coffee,15,28,0.65,0,1.8011183499914136
2024-07-23 11:14:36.952884,Bananas,29,68,0.65,0,3.923304530710447
2024-07-23 11:14:36.952884,Yogurt,17,34,0.65,0,2.7648291357988963
2024-07-23 11:14:36.952884,Cereal,16,27,0.65,0,3.14525554514123
2024-07-24 11:14:36.952884,Milk,35,58,0.64,0,3.7081840035655595
2024-07-24 11:14:36.952884,Bread,24,50,0.64,0,2.468186028562103
2024-07-24 11:14:36.952884,Eggs,18,44,0.64,0,1.6536157253269688
2024-07-24 11:14:36.952884,Coffee,18,48,0.64,0,3.8512598821985065
2024-07-24 11:14:36.952884,Bananas,31,53,0.64,0,2.6935404737008843
2024-07-24 11:14:36.952884,Yogurt,19,45,0.64,0,2.9543416185529665
2024-07-24 11:14:36.952884,Cereal,12,20,0.64,0,2.4793561264056954
2024-07-25 11:14:36.952884,Milk,35,61,0.64,0,3.335914191230546
2024-07-25 11:14:36.952884,Bread,42,117,0.64,0,2.9424540310442047
2024-07-25 11:14:36.952884,Eggs,24,48,0.64,0,3.507529703815801
2024-07-25 11:14:36.952884,Coffee,12,28,0.64,0,3.770046363554156
2024-07-25 11:14:36.952884,Bananas,29,60,0.64,0,2.2408145047495003
2024-07-25 11:14:36.952884,Yogurt,18,38,0.64,0,2.989199560403824
2024-07-25 11:14:36.952884,Cereal,16,25,0.64,0,3.8489214725629144
2024-07-26 11:14:36.952884,Milk,44,120,0.63,0,1.7004668920302832
2024-07-26 11:14:36.952884,Bread,39,86,0.63,0,3.0752328171541583
2024-07-26 11:14:36.952884,Eggs,22,42,0.63,0,3.8522004238980108
2024-07-26 11:14:36.952884,Coffee,14,23,0.63,0,3.6878340465528803
2024-07-26 11:14:36.952884,Bananas,30,71,0.63,0,3.8398431206213988
2024-07-26 11:14:36.952884,Yogurt,11,27,0.63,0,2.7031948780480928
2024-07-26 11:14:36.952884,Cereal,14,30,0.63,0,3.1098914486190337
2024-07-27 11:14:36.952884,Milk,50,103,0.62,0,1.6364135207067474
2024-07-27 11:14:36.952884,Bread,49,101,0.62,0,2.0408319440770675
2024-07-27 11:14:36.952884,Eggs,25,54,0.62,0,1.6209067776219521
2024-07-27 11:14:36.952884,Coffee,15,35,0.62,0,2.3827572223459734
2024-07-27 11:14:36.952884,Bananas,38,102,0.62,0,2.886717561970918
2024-07-27 11:14:36.952884,Yogurt,22,58,0.62,0,2.9964074830443996
2024-07-27 11:14:36.952884,Cereal,20,42,0.62,0,3.894864649815344
2024-07-28 11:14:36.952884,Milk,70,128,0.62,0,3.0641269735681913
2024-07-28 11:14:36.952884,Bread,49,115,0.62,0,1.9620959948675623
2024-07-28 11:14:36.952884,Eggs,24,63,0.62,0,2.8085034273050207
2024-07-28 11:14:36.952884,Coffee,13,23,0.62,0,3.1663049417325873
2024-07-28 11:14:36.952884,Bananas,35,61,0.62,0,1.9611476276497084
2024-07-28 11:14:36.952884,Yogurt,18,32,0.62,0,2.4667676426099447
2024-07-28 11:14:36.952884,Cereal,17,38,0.62,0,2.7082357124158127
2024-07-29 11:14:36.952884,Milk,36,74,0.61,0,3.5978665201768814
2024-07-29 11:14:36.952884,Bread,31,49,0.61,0,1.6778891971947743
2024-07-29 11:14:36.952884,Eggs,16,37,0.61,0,2.9150460622195524
2024-07-29 11:14:36.952884,Coffee,13,38,0.61,0,1.6217371209998244
2024-07-29 11:14:36.952884,Bananas,32,52,0.61,0,1.6101646539259535
2024-07-29 11:14:36.952884,Yogurt,18,44,0.61,0,1.613962894871672
2024-07-29 11:14:36.952884,Cereal,12,35,0.61,0,3.6054134416259527
2024-07-30 11:14:36.952884,Milk,37,64,0.61,0,1.8173610343874316
2024-07-30 11:14:36.952884,Bread,29,48,0.61,0,2.7964042216643348
2024-07-30 11:14:36.952884,Eggs,17,50,0.61,0,3.210785622313362
2024-07-30 11:14:36.952884,Coffee,10,29,0.61,0,1.8563913875827889
2024-07-30 11:14:36.952884,Bananas,32,51,0.61,0,1.5104686090698947
2024-07-30 11:14:36.952884,Yogurt,12,30,0.61,0,3.1045487920035884
2024-07-30 11:14:36.952884,Cereal,14,29,0.61,0,1.5600126121122222
2024-07-31 11:14:36.952884,Milk,24,48,0.6,0,1.9427056384932246
2024-07-31 11:14:36.952884,Bread,37,73,0.6,0,2.482867823735038
2024-07-31 11:14:36.952884,Eggs,21,38,0.6,0,1.7424141774135617
2024-07-31 11:14:36.952884,Coffee,14,35,0.6,0,2.8673221899636925
2024-07-31 11:14:36.952884,Bananas,25,55,0.6,0,3.8060857091403113
2024-07-31 11:14:36.952884,Yogurt,17,34,0.6,0,3.4560645305319695
2024-07-31 11:14:36.952884,Cereal,14,41,0.6,0,2.1016762868928827
2024-08-01 11:14:36.952884,Milk,33,60,0.59,0,2.4983314504980565
2024-08-01 11:14:36.952884,Bread,25,52,0.59,0,3.945551671316396
2024-08-01 11:14:36.952884,Eggs,17,34,0.59,0,3.327175864440401
2024-08-01 11:14:36.952884,Coffee,10,21,0.59,0,2.94589940779135
2024-08-01 11:14:36.952884,Bananas,24,67,0.59,0,1.6490433133616476
2024-08-01 11:14:36.952884,Yogurt,16,40,0.59,0,1.8499684418044071
2024-08-01 11:14:36.952884,Cereal,15,31,0.59,0,2.799029189507519
2024-08-02 11:14:36.952884,Milk,21,62,0.59,0,1.8380432842821368
2024-08-02 11:14:36.952884,Bread,21,35,0.59,0,1.896841908435774
2024-08-02 11:14:36.952884,Eggs,19,55,0.59,0,3.6990037417794053
2024-08-02 11:14:36.952884,Coffee,10,25,0.59,0,2.709506349651618
2024-08-02 11:14:36.952884,Bananas,19,40,0.59,0,2.394528123338983
2024-08-02 11:14:36.952884,Yogurt,18,31,0.59,0,2.679349593796098
2024-08-02 11:14:36.952884,Cereal,16,37,0.59,0,2.9257173468284763
2024-08-03 11:14:36.952884,Milk,46,70,0.58,0,2.3870796388579065
2024-08-03 11:14:36.952884,Bread,30,80,0.58,0,2.909732302638506
2024-08-03 11:14:36.952884,Eggs,21,49,0.58,0,3.490609023640968
